object_id,mjd,passband,flux,flux_err,detected
745,60237.2675,2,8.645923,0.894452,1
745,60237.2751,1,3.856110,0.860576,0
745,60237.2827,3,14.269365,1.747840,1
745,60237.2936,4,4.673564,3.320483,0
745,60237.3046,5,8.907629,8.982828,0
745,60240.0698,2,7.153900,1.308041,1
745,60240.0775,1,-1.178607,1.774192,0
745,60240.0853,3,12.163086,1.697149,1
745,60240.0964,4,13.720473,2.388445,0
745,60240.1075,5,11.457428,5.322919,0
745,60249.0813,2,8.373236,0.656900,1
745,60249.0890,1,2.751395,0.653086,0
745,60249.0966,3,9.575409,1.137839,1
745,60249.1076,4,11.170662,1.918243,0
745,60249.1185,5,12.641861,4.627545,0
745,60260.0516,0,2.991639,2.211490,0
745,60261.0449,0,1.983359,1.498702,0
745,60262.0455,0,2.294070,1.485966,0
745,60263.0460,0,0.876825,1.528091,0
745,60264.0378,0,0.431080,1.561684,0
745,60265.0387,0,1.036921,1.635155,0
745,60491.3446,2,-0.080073,1.415328,0
745,60491.3523,1,1.443816,1.536624,0
745,60491.3600,3,-1.350721,2.087252,0
745,60491.3711,4,1.833686,3.047718,0
745,60491.3822,5,-5.951064,7.353292,0
745,60499.2579,0,-2.727878,2.434894,0
745,60500.2524,0,1.035895,1.981924,0
745,60501.2549,0,3.891400,2.137379,0
745,60502.2441,0,3.144261,2.527925,0
745,60508.3126,2,0.340283,1.542590,0
745,60508.3203,1,-1.519243,1.762216,0
745,60508.3280,3,-0.225366,1.936753,0
745,60508.3391,4,-0.969710,2.483223,0
745,60508.3502,5,-0.690744,5.950683,0
745,60520.4204,2,1.262022,1.091092,0
745,60520.4281,1,0.877495,1.275603,0
745,60520.4357,3,5.567274,2.248725,0
745,60520.4414,4,-15.494463,24.753073,0
745,60524.2184,0,2.010897,2.002185,0
745,60525.1824,0,-1.481831,2.803263,0
745,60532.2542,2,1.570823,0.741916,0
745,60532.2619,1,-1.668086,0.703330,0
745,60532.2696,3,0.527120,1.194459,0
745,60532.2808,4,3.466413,1.835984,0
745,60532.2919,5,0.818760,4.476665,0
745,60535.1729,2,-2.060537,1.569328,0
745,60535.1806,1,-0.886033,1.952035,0
745,60535.1883,3,1.161469,2.009053,0
745,60535.1995,4,4.222486,2.761269,0
745,60535.2105,5,2.749555,6.460676,0
745,60538.1650,2,-0.704616,1.819875,0
745,60538.1727,1,0.898735,2.583859,0
745,60538.1804,3,1.045497,1.895380,0
745,60538.1915,4,2.790432,2.238828,0
745,60538.2026,5,7.987099,4.805237,0
745,60546.1186,2,-1.392896,1.140583,0
745,60546.1263,1,-0.201576,1.321422,0
745,60546.1341,3,3.708289,2.103065,0
745,60546.1452,4,0.720514,2.830935,0
745,60546.1563,5,-1.759539,6.414546,0
745,60549.1355,2,1.529074,0.967548,0
745,60549.1432,1,-0.171176,0.902123,0
745,60549.1509,3,-1.105280,1.491561,0
745,60549.1620,4,0.078397,2.244191,0
745,60549.1731,5,3.382332,5.399205,0
745,60554.1081,0,2.430883,2.332863,0
745,60555.1038,0,-1.425256,1.925292,0
745,60556.0965,0,-2.227455,2.400602,0
745,60557.0962,0,-0.890007,1.720053,0
745,60558.1179,0,1.848727,2.113391,0
745,60559.1183,0,-1.626344,1.785855,0
745,60560.1152,0,-0.546984,2.542452,0
745,60567.3762,2,-1.386675,0.795526,0
745,60567.3838,1,1.278796,0.776219,0
745,60567.3914,3,1.366610,1.476953,0
745,60567.4024,4,-2.904527,3.002535,0
745,60567.4094,5,10.068493,55.892746,0
745,60574.1760,2,-1.869883,1.613859,0
745,60574.1837,1,0.099717,2.342319,0
745,60574.1915,3,-0.576725,1.803925,0
745,60574.2025,4,-4.931579,2.207664,0
745,60574.2134,5,-2.042591,4.882514,0
745,60577.0661,2,0.423290,1.277017,0
745,60577.0738,1,0.401185,1.205944,0
745,60577.0815,3,-2.869784,1.982214,0
745,60577.0925,4,3.433904,2.962857,0
745,60577.1025,5,0.936112,8.223761,0
745,60580.0570,2,0.149172,1.260868,0
745,60580.0647,1,-0.477123,1.190639,0
745,60580.0724,3,-2.090995,1.959089,0
745,60580.0835,4,1.832027,2.938908,0
745,60580.0946,5,-4.978856,7.041654,0
745,60582.0718,0,-0.127533,1.908607,0
745,60583.0256,0,-3.816974,2.820683,0
745,60584.0252,0,-2.989666,2.162873,0
745,60585.0205,0,1.162668,1.780971,0
745,60586.0210,0,-0.223464,1.684332,0
745,60587.0215,0,-1.253685,1.924248,0
745,60588.0219,0,-1.430455,1.529368,0
745,60593.0158,2,-1.345316,0.969927,0
745,60593.0236,1,0.991342,1.112474,0
745,60593.0313,3,0.522282,1.326223,0
745,60593.0425,4,-0.014208,1.908774,0
745,60593.0537,5,6.412756,4.572712,0
745,60596.0872,2,5.859457,2.332094,0
745,60596.0950,1,2.305524,3.249966,0
745,60596.1027,3,2.101510,2.520179,0
745,60596.1138,4,-1.090116,2.939652,0
745,60596.1250,5,-6.592421,6.297403,0
745,60603.0685,2,0.900913,0.604430,0
745,60603.0762,1,0.701211,0.567170,0
745,60603.0839,3,1.416298,1.238110,0
745,60603.0951,4,2.063390,1.697827,0
745,60603.1062,5,-2.264167,3.905841,0
745,60606.0701,2,1.305300,0.876512,0
745,60606.0779,1,-0.627972,0.816242,0
745,60606.0856,3,2.130087,1.396617,0
745,60606.0967,4,0.887228,2.143338,0
745,60606.1078,5,9.727159,5.315616,0
745,60609.0721,2,-0.380975,0.624047,0
745,60609.0799,1,-0.212012,0.586246,0
745,60609.0876,3,-0.124670,1.028383,0
745,60609.0987,4,0.261278,1.597581,0
745,60609.1096,5,-7.531293,3.994227,0
745,60612.0529,0,-0.469475,0.957792,0
745,60613.0359,0,0.065611,1.053301,0
745,60614.0366,0,0.811312,1.197948,0
745,60615.0285,0,-1.683814,1.378633,0
745,60616.0379,0,-1.741680,1.407173,0
745,60617.0384,0,-0.876484,1.092364,0
745,60620.1257,0,-0.512924,1.546532,0
745,60621.2202,2,-0.910216,0.895148,0
745,60621.2278,1,0.674231,0.886172,0
745,60621.2355,3,3.099374,1.625964,0
745,60621.2464,4,-1.934017,2.710157,0
745,60621.2573,5,-7.524217,7.391747,0
745,60624.0348,2,-1.101210,1.238075,0
745,60624.0425,1,1.185406,1.604324,0
745,60624.0502,3,-0.816001,1.490072,0
745,60624.0612,4,-1.970390,1.929737,0
745,60624.0722,5,2.976642,4.417903,0
